Student_ID,First Name,Last Name,Email,Gender,Age,Attendance (%),Study_hours_per_day,Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Final_Score
693,Keith,Terry,keith.terry64@edu.com,Male,18,77,11,99,85,87,1,98.83
694,Gina,Martinez,gina.martinez34@edu.com,Male,18,93,20,48,41,66,6,75.98
695,James,Johnson,james.johnson49@edu.com,Female,22,89,14,83,79,49,10,94.64
696,Steven,Kirk,steven.kirk82@edu.com,Female,21,86,9,78,81,38,0,78.39
697,Wesley,Brown,wesley.brown63@edu.com,Female,20,80,8,42,72,50,6,61.03
698,Bradley,Matthews,bradley.matthews74@edu.com,Female,18,80,6,83,81,93,5,96.76
699,Andrew,Scott,andrew.scott60@edu.com,Female,20,77,15,40,44,76,4,71.44
700,Amy,Rogers,amy.rogers53@edu.com,Female,20,97,18,57,78,47,1,84.61
701,Joshua,Bishop,joshua.bishop22@edu.com,Male,21,80,20,85,41,51,3,87.82
702,Matthew,Daniels,matthew.daniels65@edu.com,Male,18,79,1,33,51,53,2,50.14
703,Alicia,Martinez,alicia.martinez17@edu.com,Female,20,92,1,56,51,51,2,57.46
704,Jennifer,Figueroa,jennifer.figueroa2@edu.com,Female,21,87,13,64,88,77,6,89.93
705,David,Durham,david.durham47@edu.com,Male,20,69,12,90,78,51,8,83.91
706,Richard,Walker,richard.walker91@edu.com,Male,18,90,23,71,89,83,10,100.0
707,Monique,Estrada,monique.estrada31@edu.com,Female,19,93,21,39,43,94,8,77.65
708,Mark,Floyd,mark.floyd2@edu.com,Male,22,94,22,95,80,89,9,100.0
709,Kathleen,Lowe,kathleen.lowe80@edu.com,Male,20,87,11,53,73,64,0,78.47
710,Kristin,Flowers,kristin.flowers29@edu.com,Female,18,72,9,93,97,85,3,100.0
711,Holly,Mccarty,holly.mccarty43@edu.com,Female,20,97,20,62,59,50,6,81.68
712,Amanda,Rodriguez,amanda.rodriguez49@edu.com,Female,19,84,2,41,81,44,5,58.69
713,Jill,Little,jill.little5@edu.com,Female,20,77,22,99,82,47,10,100.0
714,Kathy,Perez,kathy.perez57@edu.com,Female,21,63,5,69,85,52,10,76.6
715,Douglas,Brown,douglas.brown38@edu.com,Male,21,69,9,72,98,33,10,82.66
716,Courtney,Lopez,courtney.lopez33@edu.com,Female,22,94,3,53,66,43,4,62.18
717,Edward,Garcia,edward.garcia27@edu.com,Male,22,91,16,31,85,38,1,66.15
718,Emma,Martinez,emma.martinez37@edu.com,Female,19,75,4,59,60,91,6,74.01
719,Paul,Green,paul.green39@edu.com,Male,19,73,0,48,94,39,8,61.5
720,Edward,Dickerson,edward.dickerson73@edu.com,Female,22,90,11,37,71,73,0,66.92
721,John,Ford,john.ford52@edu.com,Male,21,98,24,49,94,92,6,96.32
722,Vanessa,Carroll,vanessa.carroll90@edu.com,Male,21,84,2,73,57,79,2,75.66
723,Kerry,Griffin,kerry.griffin21@edu.com,Male,19,78,15,76,54,93,9,84.73
724,Gwendolyn,Thompson,gwendolyn.thompson99@edu.com,Female,19,93,8,45,60,76,6,67.5
725,Todd,Walton,todd.walton53@edu.com,Female,20,69,9,94,67,85,6,91.21
726,Spencer,Adams,spencer.adams15@edu.com,Male,21,94,4,93,93,45,0,84.4
727,Joel,Watson,joel.watson44@edu.com,Female,22,66,2,41,55,39,10,53.05
728,Crystal,Norman,crystal.norman27@edu.com,Male,18,70,3,92,40,93,8,81.73
729,Allison,Johnson,allison.johnson11@edu.com,Male,18,60,9,94,53,42,0,79.82
730,Lisa,Gallegos,lisa.gallegos18@edu.com,Male,21,90,6,75,59,88,9,83.8
731,Melinda,Lynch,melinda.lynch92@edu.com,Female,19,94,1,64,68,47,2,64.05
732,Charles,Hardin,charles.hardin9@edu.com,Female,22,72,13,56,92,42,4,83.11
733,Gina,Spencer,gina.spencer1@edu.com,Female,19,69,2,35,40,72,8,53.02
734,Steven,Villarreal,steven.villarreal83@edu.com,Male,20,87,22,96,98,38,5,100.0
735,Kyle,Nguyen,kyle.nguyen51@edu.com,Female,19,63,15,99,91,37,6,95.82
736,Alyssa,Burke,alyssa.burke76@edu.com,Male,20,81,8,79,99,79,0,97.59
737,Matthew,Camacho,matthew.camacho91@edu.com,Male,20,93,9,77,79,73,0,88.46
738,Brian,Hernandez,brian.hernandez61@edu.com,Male,22,68,1,48,51,51,4,55.87
739,Tony,Nguyen,tony.nguyen74@edu.com,Male,20,63,5,86,91,41,5,88.71
740,Abigail,Wilson,abigail.wilson43@edu.com,Male,22,69,5,75,67,57,0,76.04
741,Melissa,Johnson,melissa.johnson43@edu.com,Male,21,68,13,93,44,55,5,80.87
742,Rachel,Wang,rachel.wang41@edu.com,Female,19,97,13,99,62,57,2,92.92
743,Rebecca,Douglas,rebecca.douglas27@edu.com,Male,22,60,13,81,88,33,4,87.44
744,Christopher,White,christopher.white98@edu.com,Female,21,89,5,76,46,44,6,65.9
745,Leslie,Curtis,leslie.curtis42@edu.com,Female,19,97,20,57,98,88,5,97.17
746,Joel,Kaiser,joel.kaiser4@edu.com,Male,19,78,8,50,90,57,5,78.27
747,Brittany,Lamb,brittany.lamb89@edu.com,Male,18,80,13,93,87,76,1,98.06
748,Richard,Dean,richard.dean52@edu.com,Female,20,71,14,44,53,36,0,62.5
749,Tonya,Hall,tonya.hall57@edu.com,Female,18,97,15,100,86,63,2,100.0
750,Judith,Sandoval,judith.sandoval19@edu.com,Male,19,91,15,46,79,50,1,76.44
751,Lisa,Adams,lisa.adams64@edu.com,Male,21,63,20,61,60,44,10,79.18
752,Melissa,Martinez,melissa.martinez81@edu.com,Male,20,88,24,72,80,84,0,100.0
753,Laura,Morris,laura.morris9@edu.com,Female,18,82,4,81,76,43,7,73.54
754,Zoe,Roth,zoe.roth43@edu.com,Female,20,73,15,38,59,40,6,63.54
755,Richard,Moore,richard.moore61@edu.com,Male,22,65,23,75,72,34,8,89.16
756,Nancy,Bennett,nancy.bennett17@edu.com,Female,22,97,7,31,87,72,5,69.68
757,Justin,Jackson,justin.jackson32@edu.com,Male,20,90,9,78,47,94,5,84.44
758,Kendra,Sanchez,kendra.sanchez46@edu.com,Female,22,98,23,95,84,74,3,100.0
759,Michael,Smith,michael.smith45@edu.com,Female,20,81,16,51,48,35,5,67.11
760,Mark,Patel,mark.patel87@edu.com,Female,20,85,5,54,90,67,10,77.64
761,Joseph,Phelps,joseph.phelps94@edu.com,Female,18,88,1,92,63,49,10,84.23
762,Betty,Wolf,betty.wolf92@edu.com,Female,20,82,11,30,69,54,5,61.68
763,Danielle,Dickson,danielle.dickson57@edu.com,Male,19,71,8,96,65,77,3,95.14
764,Eric,Benson,eric.benson45@edu.com,Female,19,67,1,93,99,58,2,88.86
765,Michael,Barton,michael.barton54@edu.com,Female,22,90,12,67,93,84,3,95.43
766,Richard,Yates,richard.yates15@edu.com,Female,19,69,6,75,68,68,3,81.32
767,Michael,Gomez,michael.gomez69@edu.com,Male,20,68,2,50,47,93,1,65.43
768,Penny,Juarez,penny.juarez89@edu.com,Female,21,91,21,57,79,59,7,92.65
769,Margaret,Murphy,margaret.murphy48@edu.com,Male,20,92,21,98,42,86,9,100.0
770,Sean,Sanchez,sean.sanchez23@edu.com,Female,22,79,4,81,68,57,9,78.57
771,Robert,Long,robert.long5@edu.com,Male,22,62,17,39,94,89,3,83.02
772,Carlos,Harrison,carlos.harrison28@edu.com,Female,22,84,2,41,71,74,2,68.0
773,Gary,Murphy,gary.murphy82@edu.com,Male,22,92,4,47,64,38,2,62.5
774,Jeffrey,Cruz,jeffrey.cruz67@edu.com,Male,19,81,13,72,96,86,2,97.85
775,Andrea,Vega,andrea.vega43@edu.com,Female,22,76,24,38,77,43,3,80.4
776,Hector,Duke,hector.duke86@edu.com,Male,22,100,20,98,91,95,4,100.0
777,Shannon,Cooke,shannon.cooke6@edu.com,Male,21,88,18,33,46,92,4,66.72
778,Amy,Harris,amy.harris53@edu.com,Male,22,90,8,60,44,45,3,58.64
779,Morgan,Schmidt,morgan.schmidt59@edu.com,Male,18,96,19,86,77,92,9,100.0
780,Robert,Riley,robert.riley65@edu.com,Male,22,91,7,72,88,86,2,91.38
781,Diana,Smith,diana.smith59@edu.com,Female,20,71,8,92,48,41,9,77.72
782,Jose,Gallegos,jose.gallegos20@edu.com,Male,18,98,12,94,46,56,4,89.74
783,Rebecca,Fowler,rebecca.fowler87@edu.com,Female,18,88,5,95,47,60,4,79.1
784,Robin,Galvan,robin.galvan97@edu.com,Male,20,85,4,34,75,30,0,54.85
785,Melinda,Brown,melinda.brown67@edu.com,Male,19,75,21,46,87,44,4,81.75
786,Bobby,Clark,bobby.clark90@edu.com,Female,19,79,20,42,95,60,9,88.38
787,Danielle,Bennett,danielle.bennett23@edu.com,Male,19,84,11,56,61,73,9,81.17
788,Kenneth,Oneal,kenneth.oneal21@edu.com,Male,22,78,21,59,61,89,9,89.53
789,Amanda,Martin,amanda.martin94@edu.com,Male,22,97,20,86,59,85,2,100.0
790,John,Jones,john.jones58@edu.com,Male,18,95,19,50,86,68,6,95.82
791,Christopher,Young,christopher.young78@edu.com,Female,21,97,7,83,67,53,8,81.52
792,Joshua,Robinson,joshua.robinson21@edu.com,Female,21,94,16,66,80,74,4,94.37
793,Ryan,Serrano,ryan.serrano46@edu.com,Female,21,64,10,85,77,86,2,93.34
794,Elizabeth,Adams,elizabeth.adams29@edu.com,Male,19,68,0,59,59,49,5,62.62
795,Samantha,Garcia,samantha.garcia6@edu.com,Male,18,69,15,65,72,89,2,89.28
796,Judy,Smith,judy.smith37@edu.com,Female,22,90,4,43,50,70,10,68.64
797,Tiffany,Wood,tiffany.wood11@edu.com,Female,21,63,22,46,43,94,5,84.3
798,Michael,Osborne,michael.osborne37@edu.com,Male,22,81,4,59,91,55,0,71.76
799,Morgan,James,morgan.james44@edu.com,Male,19,95,21,47,75,67,6,82.93
800,Tracey,Wagner,tracey.wagner78@edu.com,Female,21,68,2,71,44,39,8,63.01
801,Amber,Jones,amber.jones73@edu.com,Male,19,69,9,64,72,60,7,78.46
802,Amy,Thompson,amy.thompson31@edu.com,Male,21,88,5,44,84,73,4,68.72
803,Jeremy,Melton,jeremy.melton71@edu.com,Female,21,93,17,88,75,40,4,94.85
804,Matthew,Morris,matthew.morris7@edu.com,Male,18,74,17,94,92,76,7,100.0
805,Emma,Day,emma.day82@edu.com,Male,20,84,20,72,82,63,4,97.79
806,John,Robbins,john.robbins70@edu.com,Male,22,94,4,90,73,70,9,90.27
807,Kyle,Hoover,kyle.hoover53@edu.com,Female,19,77,13,52,98,68,3,84.04
808,Brittney,Ramsey,brittney.ramsey91@edu.com,Female,21,66,23,100,47,76,1,100.0
809,Brenda,Martin,brenda.martin24@edu.com,Female,20,74,0,97,100,43,8,86.37
810,Adam,Mason,adam.mason33@edu.com,Female,19,96,17,34,59,30,10,67.22
811,Christopher,Cortez,christopher.cortez4@edu.com,Male,21,86,2,77,70,37,6,69.8
812,Amber,Williams,amber.williams98@edu.com,Female,18,64,21,30,93,55,3,74.42
813,Robert,Mullen,robert.mullen74@edu.com,Female,18,82,6,60,54,35,3,64.16
814,Austin,Valdez,austin.valdez96@edu.com,Female,19,86,6,54,54,75,3,67.1
815,Shawn,Little,shawn.little1@edu.com,Female,22,66,12,100,96,91,7,100.0
816,Victor,Franklin,victor.franklin69@edu.com,Female,20,62,11,82,69,84,5,86.66
817,Craig,Taylor,craig.taylor35@edu.com,Male,21,95,21,70,90,48,4,95.76
818,William,Baker,william.baker79@edu.com,Female,19,69,3,73,88,91,10,86.07
819,Jesse,Banks,jesse.banks18@edu.com,Male,21,87,16,43,100,76,2,85.42
820,Peggy,Houston,peggy.houston19@edu.com,Male,18,96,20,49,97,93,5,100.0
821,Judy,Wilson,judy.wilson37@edu.com,Female,20,62,7,96,46,86,2,83.29
822,Scott,Hines,scott.hines10@edu.com,Male,22,100,20,96,95,32,0,100.0
823,Bonnie,Mendez,bonnie.mendez29@edu.com,Male,22,69,16,49,42,30,7,65.13
824,Adam,Wright,adam.wright79@edu.com,Male,22,85,13,62,88,48,9,85.36
825,Kimberly,Garza,kimberly.garza64@edu.com,Male,22,92,14,82,68,37,6,80.76
826,Michael,Wilson,michael.wilson10@edu.com,Male,18,88,16,99,46,77,6,95.55
827,Christopher,Banks,christopher.banks54@edu.com,Male,18,72,5,73,67,79,9,80.75
828,Michael,King,michael.king36@edu.com,Male,20,61,21,89,92,75,9,100.0
829,Christian,Boyd,christian.boyd46@edu.com,Male,21,76,11,85,73,46,7,86.16
830,Tracy,Finley,tracy.finley43@edu.com,Male,22,77,16,73,40,70,10,78.74
831,Darius,Hull,darius.hull9@edu.com,Female,19,68,13,89,76,89,2,97.9
832,Jamie,Martin,jamie.martin35@edu.com,Female,19,66,6,83,64,43,7,77.64
833,Kathleen,Jones,kathleen.jones81@edu.com,Female,22,73,17,89,73,95,5,100.0
834,Betty,Murphy,betty.murphy11@edu.com,Female,18,62,14,99,68,75,5,96.83
835,Stephanie,Schultz,stephanie.schultz30@edu.com,Male,20,78,1,89,72,53,8,83.31
836,Derek,Henry,derek.henry80@edu.com,Male,19,97,3,53,63,32,1,54.4
837,Alexander,Ortiz,alexander.ortiz25@edu.com,Male,20,63,3,86,84,37,0,76.42
838,Morgan,Wolfe,morgan.wolfe82@edu.com,Male,22,76,4,60,83,54,6,71.42
839,Michael,Gomez,michael.gomez54@edu.com,Male,22,89,4,49,52,54,0,59.71
840,Christine,Barrera,christine.barrera75@edu.com,Female,19,97,7,33,62,93,9,66.42
841,Summer,Molina,summer.molina93@edu.com,Female,20,86,22,47,74,55,9,79.67
842,Anthony,Gonzales,anthony.gonzales23@edu.com,Male,22,66,7,81,64,75,4,79.51
843,Joshua,Nelson,joshua.nelson7@edu.com,Female,21,75,24,62,94,81,1,100.0
844,April,Doyle,april.doyle13@edu.com,Female,18,71,18,91,51,45,5,93.14
845,Howard,Jones,howard.jones79@edu.com,Female,20,88,6,65,88,44,0,77.08
846,Jason,Pace,jason.pace42@edu.com,Male,20,94,7,63,54,38,5,65.22
847,Brent,Wilson,brent.wilson50@edu.com,Male,20,61,2,83,84,52,4,80.68
848,Rhonda,Harris,rhonda.harris29@edu.com,Male,18,81,24,97,59,94,3,100.0
849,Gabriel,Brown,gabriel.brown7@edu.com,Male,19,77,6,49,84,69,3,77.27
850,Thomas,Elliott,thomas.elliott46@edu.com,Male,20,97,5,57,66,33,9,68.58
851,Tammy,Weber,tammy.weber31@edu.com,Female,22,80,22,38,99,91,5,96.95
852,Tyler,Reid,tyler.reid3@edu.com,Male,19,79,21,78,49,52,9,89.88
853,Cody,Burch,cody.burch9@edu.com,Female,22,74,18,77,49,46,0,75.89
854,Howard,Rodgers,howard.rodgers22@edu.com,Male,21,79,20,95,48,48,4,93.84
855,Carla,Davis,carla.davis17@edu.com,Female,21,69,24,56,77,56,3,86.18
856,John,Harris,john.harris84@edu.com,Female,21,72,17,91,78,68,8,100.0
857,Amber,Higgins,amber.higgins29@edu.com,Male,22,91,9,90,88,67,9,95.37
858,Michael,Leon,michael.leon94@edu.com,Female,22,93,22,31,91,40,0,78.19
859,Robert,Davis,robert.davis73@edu.com,Female,20,83,8,43,45,41,4,56.23
860,Allison,Harris,allison.harris85@edu.com,Male,21,72,6,51,44,83,10,65.89
861,Denise,Johnson,denise.johnson25@edu.com,Male,22,69,6,100,58,32,2,79.7
862,Jill,Bradley,jill.bradley8@edu.com,Female,22,79,15,79,71,80,8,92.11
863,Elizabeth,Farrell,elizabeth.farrell4@edu.com,Male,20,89,19,73,46,56,4,79.84
864,Robert,King,robert.king59@edu.com,Male,21,60,17,67,70,67,6,87.44
865,Craig,Kennedy,craig.kennedy67@edu.com,Male,18,75,17,84,50,53,10,79.78
866,Shelby,Castillo,shelby.castillo85@edu.com,Female,20,66,24,43,77,75,5,86.53
867,Karen,Mosley,karen.mosley68@edu.com,Male,19,92,12,65,41,75,9,75.43
868,Antonio,Griffin,antonio.griffin84@edu.com,Male,20,77,1,31,53,69,9,56.21
869,Stephanie,Escobar,stephanie.escobar63@edu.com,Male,21,87,19,87,96,70,9,100.0
870,Ann,Smith,ann.smith66@edu.com,Female,18,88,11,32,65,39,1,60.25
871,Bonnie,Nelson,bonnie.nelson68@edu.com,Female,22,77,5,89,56,31,8,71.85
872,Tommy,Dawson,tommy.dawson15@edu.com,Female,21,63,4,63,70,58,4,71.43
873,Misty,Moore,misty.moore66@edu.com,Male,19,81,18,93,96,47,8,100.0
874,Robin,Hunter,robin.hunter8@edu.com,Female,19,87,1,68,40,53,0,56.87
875,Diane,Bell,diane.bell17@edu.com,Female,18,83,1,31,70,67,10,58.51
876,Summer,Hull,summer.hull51@edu.com,Female,20,97,7,54,53,90,6,67.55
877,Ellen,Duran,ellen.duran11@edu.com,Female,19,96,16,85,47,34,2,85.68
878,Randy,Palmer,randy.palmer69@edu.com,Male,19,70,7,49,40,79,2,59.49
879,Brianna,Wall,brianna.wall77@edu.com,Male,20,97,5,53,80,64,9,75.43
880,Patricia,Ramirez,patricia.ramirez52@edu.com,Female,21,91,24,76,73,61,2,100.0
881,Nicholas,Price,nicholas.price5@edu.com,Female,22,61,17,90,87,52,6,91.79
882,Kristen,Richardson,kristen.richardson51@edu.com,Male,21,68,24,47,100,41,9,89.78
883,Heather,Hood,heather.hood36@edu.com,Male,21,93,15,97,93,50,0,97.13
884,James,Moore,james.moore80@edu.com,Male,18,92,14,64,42,61,0,74.71
885,Angela,Frye,angela.frye27@edu.com,Female,21,68,14,53,95,38,5,75.71
886,Tracy,Brown,tracy.brown75@edu.com,Male,21,78,4,76,60,82,2,75.13
887,Matthew,Fuller,matthew.fuller3@edu.com,Female,18,85,15,36,56,45,9,64.14
888,Anthony,Ochoa,anthony.ochoa64@edu.com,Male,21,91,21,83,84,78,9,100.0
889,Sandra,Taylor,sandra.taylor87@edu.com,Male,22,75,12,72,49,41,5,76.17
890,Isaiah,Cruz,isaiah.cruz11@edu.com,Male,19,78,8,64,70,68,1,79.4
891,Jennifer,Long,jennifer.long41@edu.com,Male,19,73,5,32,77,77,5,63.07
892,Bradley,Christian,bradley.christian11@edu.com,Female,22,79,18,45,97,87,2,95.1
893,Laura,Scott,laura.scott67@edu.com,Male,21,72,13,94,89,57,10,96.75
894,Nicole,Parker,nicole.parker86@edu.com,Male,18,91,8,38,49,81,7,61.71
895,Tony,Steele,tony.steele12@edu.com,Female,18,86,12,36,54,95,9,70.96
896,Brett,Garza,brett.garza34@edu.com,Female,18,62,6,83,85,73,4,90.2
897,Sandra,Bailey,sandra.bailey41@edu.com,Female,18,76,6,74,51,35,9,65.5
898,John,Hess,john.hess1@edu.com,Female,20,80,4,56,74,70,7,72.8
899,Tricia,Nash,tricia.nash60@edu.com,Female,21,99,6,69,41,88,6,77.18
900,William,Combs,william.combs9@edu.com,Female,21,93,6,32,100,45,10,69.7
901,Cheryl,Davis,cheryl.davis85@edu.com,Male,19,95,18,50,73,31,8,77.28
902,Angela,Poole,angela.poole77@edu.com,Male,22,81,4,50,56,48,6,58.3
903,Stephen,Brown,stephen.brown9@edu.com,Male,18,90,5,46,95,85,9,81.25
904,Mark,Bush,mark.bush83@edu.com,Male,21,61,21,32,93,45,1,78.19
905,Brian,Petty,brian.petty6@edu.com,Male,21,71,12,66,82,74,0,88.02
906,Veronica,Esparza,veronica.esparza18@edu.com,Male,21,97,12,59,42,46,6,67.13
907,Nicole,Jacobson,nicole.jacobson25@edu.com,Female,18,63,16,76,80,41,10,90.27
908,David,Rodriguez,david.rodriguez2@edu.com,Female,19,99,14,52,70,30,1,74.34
909,Angela,Brooks,angela.brooks65@edu.com,Female,19,70,16,63,78,83,3,86.42
910,Susan,Harrell,susan.harrell29@edu.com,Female,22,66,8,69,86,81,0,83.26
911,Matthew,Jones,matthew.jones34@edu.com,Female,19,90,17,100,53,76,5,100.0
912,Pamela,Gilmore,pamela.gilmore82@edu.com,Female,19,84,7,78,86,71,8,88.58
913,Kimberly,Johnson,kimberly.johnson48@edu.com,Female,18,70,0,53,57,50,7,55.19
914,Wayne,Duran,wayne.duran92@edu.com,Female,22,78,12,68,42,79,0,75.63
915,Elizabeth,Stone,elizabeth.stone41@edu.com,Male,21,95,7,41,62,51,0,60.06
916,Vanessa,Knight,vanessa.knight84@edu.com,Male,21,100,8,45,50,86,5,70.1
917,Jay,Hicks,jay.hicks89@edu.com,Male,18,92,10,60,60,65,6,79.13
918,Amber,Adams,amber.adams6@edu.com,Male,19,91,8,55,59,45,5,69.14
919,Sharon,Bailey,sharon.bailey88@edu.com,Male,18,100,24,76,72,57,0,97.83
920,James,Sullivan,james.sullivan34@edu.com,Male,19,72,10,73,49,81,3,81.26
921,Christopher,Rodriguez,christopher.rodriguez81@edu.com,Female,22,81,22,69,78,58,3,97.53
922,Melanie,Harris,melanie.harris55@edu.com,Female,21,66,9,52,57,56,4,60.48
923,Donald,Richardson,donald.richardson66@edu.com,Female,21,75,4,95,44,36,0,72.09
924,Sherry,Kennedy,sherry.kennedy30@edu.com,Male,20,84,20,42,88,32,7,79.95
925,Jared,Barton,jared.barton5@edu.com,Female,18,93,20,59,70,89,0,91.25
926,Bryan,Arroyo,bryan.arroyo27@edu.com,Male,19,90,23,60,47,94,7,90.94
927,Marilyn,Smith,marilyn.smith78@edu.com,Male,20,84,2,55,66,39,8,60.5
928,Juan,Carroll,juan.carroll18@edu.com,Male,22,94,4,82,42,90,7,75.94
929,Shane,Oliver,shane.oliver92@edu.com,Male,19,62,3,58,74,37,8,66.13
930,Christopher,Humphrey,christopher.humphrey85@edu.com,Male,19,85,17,52,55,60,6,73.91
931,Emily,Watkins,emily.watkins30@edu.com,Female,18,66,8,68,57,67,3,69.78
932,Gordon,Torres,gordon.torres40@edu.com,Female,22,95,14,71,50,78,9,82.94
933,Robert,Boyd,robert.boyd50@edu.com,Male,20,87,12,88,93,54,8,97.64
934,Ryan,King,ryan.king85@edu.com,Female,19,65,18,38,46,88,4,74.73
935,Eric,Garner,eric.garner52@edu.com,Female,20,85,5,80,54,95,7,82.21
936,Joshua,Mcfarland,joshua.mcfarland48@edu.com,Male,20,89,21,34,85,73,5,81.47
937,Jason,Todd,jason.todd83@edu.com,Female,18,86,4,30,70,71,10,61.7
938,Crystal,White,crystal.white47@edu.com,Female,22,100,6,79,77,53,4,83.64
939,George,Wilson,george.wilson92@edu.com,Female,19,74,10,33,46,88,8,62.71
940,Benjamin,Wu,benjamin.wu9@edu.com,Female,21,88,12,74,65,55,3,82.48
941,Gary,Jennings,gary.jennings75@edu.com,Female,20,77,8,85,92,51,9,90.08
942,Rhonda,Fowler,rhonda.fowler67@edu.com,Male,20,94,12,99,68,94,1,100.0
943,Travis,Donaldson,travis.donaldson70@edu.com,Male,22,71,18,63,91,90,5,100.0
944,Gary,Roberts,gary.roberts71@edu.com,Female,19,79,7,36,61,82,5,66.29
945,Judy,Bolton,judy.bolton76@edu.com,Female,22,64,0,57,73,79,7,69.94
946,Timothy,Patterson,timothy.patterson33@edu.com,Male,18,69,1,36,46,84,1,58.0
947,Tina,Bright,tina.bright51@edu.com,Female,18,67,2,32,60,72,1,51.66
948,Aaron,Reed,aaron.reed94@edu.com,Female,18,86,13,49,91,77,10,90.2
949,Laura,Holland,laura.holland15@edu.com,Male,18,75,17,84,54,66,9,92.62
950,Amanda,Riley,amanda.riley75@edu.com,Female,18,79,8,92,69,69,0,83.16
951,Reginald,Gonzalez,reginald.gonzalez80@edu.com,Female,20,63,18,89,48,42,3,82.52
952,Patrick,Walter,patrick.walter64@edu.com,Female,21,74,13,81,60,62,6,82.96
953,Paul,Roman,paul.roman36@edu.com,Female,20,65,1,89,91,50,6,82.36
954,Rachel,Jennings,rachel.jennings87@edu.com,Female,22,81,6,81,67,31,10,72.6
955,Michael,Buck,michael.buck64@edu.com,Male,22,88,23,41,64,76,3,84.83
956,Corey,Wong,corey.wong29@edu.com,Male,21,60,7,87,65,53,3,78.2
957,John,Greene,john.greene23@edu.com,Male,20,79,3,92,86,59,5,88.71
958,Kevin,Ferguson,kevin.ferguson6@edu.com,Female,20,79,4,97,52,41,10,70.22
959,Daniel,Watts,daniel.watts74@edu.com,Female,18,97,20,60,79,73,9,92.65
960,Emily,Gonzalez,emily.gonzalez7@edu.com,Male,22,71,12,69,89,35,1,80.81
961,Heather,Morris,heather.morris95@edu.com,Male,22,97,0,39,84,32,8,60.66
962,Jose,Baker,jose.baker93@edu.com,Female,19,68,2,36,41,90,0,55.13
963,Daniel,Wilson,daniel.wilson62@edu.com,Female,18,62,10,76,40,86,4,79.82
964,Christine,Thomas,christine.thomas83@edu.com,Female,21,84,11,65,68,42,0,71.24
965,Andre,Terry,andre.terry96@edu.com,Female,21,87,18,70,79,42,7,92.99
966,Tyler,Morgan,tyler.morgan81@edu.com,Female,20,68,5,67,53,68,8,71.96
967,Catherine,Allen,catherine.allen53@edu.com,Male,18,89,6,67,73,42,1,71.83
968,William,Hernandez,william.hernandez72@edu.com,Female,19,62,23,85,46,51,5,83.48
969,Kara,Cline,kara.cline34@edu.com,Female,20,80,16,68,56,58,0,80.31
970,Emily,Hoover,emily.hoover77@edu.com,Female,20,91,10,88,56,44,4,76.03
971,Brandon,Allen,brandon.allen13@edu.com,Male,20,67,16,43,79,73,10,84.17
972,Mariah,Moore,mariah.moore98@edu.com,Female,21,83,18,36,77,76,5,81.45
973,Bobby,Cooper,bobby.cooper40@edu.com,Male,21,70,10,98,60,50,8,86.93
974,Teresa,Crawford,teresa.crawford60@edu.com,Male,19,66,0,72,46,61,1,63.15
975,Jaime,Evans,jaime.evans55@edu.com,Male,19,69,8,96,98,30,0,91.22
976,Michael,Houston,michael.houston9@edu.com,Male,22,93,6,56,89,78,6,79.42
977,Megan,Fry,megan.fry65@edu.com,Female,18,78,21,40,98,42,8,87.12
978,William,Davis,william.davis66@edu.com,Male,21,94,1,75,64,57,7,74.36
979,Larry,Hernandez,larry.hernandez33@edu.com,Male,22,70,23,48,78,33,6,74.86
980,Mark,Alexander,mark.alexander27@edu.com,Male,19,82,2,94,48,47,10,74.68
981,Benjamin,Schmidt,benjamin.schmidt43@edu.com,Female,21,61,17,83,89,47,8,93.63
982,Nicole,Howard,nicole.howard94@edu.com,Male,19,97,7,54,100,51,1,82.25
983,Ashley,Kelly,ashley.kelly95@edu.com,Female,19,82,15,39,52,94,0,73.44
984,Angela,Jones,angela.jones62@edu.com,Female,18,86,20,87,85,53,3,98.86
985,Marc,Hendrix,marc.hendrix90@edu.com,Female,22,61,19,74,55,60,1,83.85
986,Sheila,Martin,sheila.martin70@edu.com,Male,19,100,8,47,63,72,5,77.5
987,Christopher,Donovan,christopher.donovan72@edu.com,Female,21,77,16,76,87,89,5,100.0
988,Nicholas,Jones,nicholas.jones56@edu.com,Female,22,72,4,91,67,66,0,88.8
989,Jennifer,Clark,jennifer.clark65@edu.com,Male,22,87,21,35,72,52,7,76.85
990,Christine,Mccall,christine.mccall46@edu.com,Male,22,93,17,60,44,87,4,80.04
991,Justin,Rice,justin.rice23@edu.com,Female,22,86,23,34,70,44,0,78.07
992,Jared,Turner,jared.turner89@edu.com,Female,21,61,23,73,98,49,10,97.67
993,Todd,Allen,todd.allen98@edu.com,Female,18,79,9,31,97,66,4,69.27
994,Taylor,Yoder,taylor.yoder10@edu.com,Female,20,60,22,60,95,79,9,94.44
995,Rebecca,Crawford,rebecca.crawford41@edu.com,Female,22,69,23,71,51,89,0,93.97
996,Ronald,Reed,ronald.reed12@edu.com,Male,21,94,18,82,98,83,3,100.0
997,Samantha,Miller,samantha.miller5@edu.com,Female,20,93,19,80,67,41,1,89.97
998,Stephanie,Harris,stephanie.harris44@edu.com,Male,19,65,24,94,54,74,4,98.26
999,Sydney,Lee,sydney.lee37@edu.com,Female,20,79,22,79,88,48,2,99.73
